Informes Policiales de Accidentes de Tránsito (IPAT) ,Fecha del Accidente,Dirección,Latitud,Longitud,Barrio,Comuna,Corregimiento,Género,Hora,Gravedad,Clase de Accidente,Choque Con,Clase de Vehículo 1,Servicio,Hipótesis,Gravedad Conductor,Embriaguez,Grado,Clase de Vehículo 2,Servicio 2,Hipótesis 2,Gravedad Conductor 2,Embriaguez 2,Grado 2,Motocicleta,Mes
96244.0,2022-02-06T05:00:00Z,VIA GIRADOT BOGOTA KM 74+000,"4°22'35""N","74°23'21.0""W",BOSACHOQUE,NO APLICA,OCCIDENTAL,MASCULINO,1899-12-31T13:03:00Z,HERIDO,CAIDA OCUPANTE,VEHÍCULO,MOTOCICLETA,PARTICULAR,138,HERIDO,SI,0,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,FEBRERO
A001503324,2022-02-06T05:00:00Z,CRA 10 3 58,"4°16'54""N","74°28'33.0""W",GAITAN,NORTE,NO APLICA,MASCULINO,1899-12-31T15:30:00Z,SOLO DAÑOS,CHOQUE,OBJETO,CAMPERO,PARTICULAR,139,ILESO,NO,SIN INFORMACION,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,FEBRERO
A001353097,2022-02-08T05:00:00Z,CRA 64 20 06,"4°32'90""N","74°39'84.0""W",MAIZ AMARILLO,SUR OCCIDENTAL,NO APLICA,MASCULINO,1900-01-01T00:56:16Z,HERIDO,ATROPELLO,OTRO,MOTOCICLETA,PARTICULAR,114,ILESO,SI,1,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,FEBRERO
96245.0,2022-02-13T05:00:00Z,VIA BOGOTA GIRADOT KM 72+600,"4°21'54""N","74°22'50.0""W",QUEBRAJACHO,NO APLICA,OCCIDENTAL,MASCULINO,1899-12-31T21:10:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,ILESO,NO,SIN INFORMACION,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,FEBRERO
A001503325,2022-02-14T05:00:00Z,AV LAS PALMAS FRENTE C.C. LA VANEIDAD,"4°16'54""N","74°28'33.0""W",SAN JORGE,OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T15:50:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,123,ILESO,NO,SIN INFORMACION,MICROBUS,PÚBLICO,0,ILESO,NO,SIN INFORMACION,NO APLICA,FEBRERO
A001503326,2022-02-15T05:00:00Z,CALLE 22 No. 60 - 17 ESTACIONDE SERVICIO PRIMAX,"4°16'54""N","74°28'33.0""W",COOVIPROF,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T08:15:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,103,ILESO,NO,SIN INFORMACION,CAMIÓN,PÚBLICO,0,ILESO,NO,SIN INFORMACION,NO APLICA,FEBRERO
A001331026,2022-02-16T05:00:00Z,TV 12 CON CLL 24,"4°33'33""N","74°03'73.0""W",SAN MATEO,SUR OCCIDENTAL,NO APLICA,MASCULINO,1900-01-01T00:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,121,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,FEBRERO
A001503327,2022-02-18T05:00:00Z,CRA 64 21 19,"4°32'73""N","74°40'03.0""W",MAIZ AMARILLO,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T15:50:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,CAMIONETA,PARTICULAR,121,ILESO,NO,SIN INFORMACION,NO APLICA,FEBRERO
96246.0,2022-02-20T05:00:00Z,VIA GIRARDOT BOGOTA KM 03+800,"4°20'47""N","74°24'17.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T20:40:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0,ILESO,SI,0,MICROBUS,PÚBLICO,121,ILESO,SI,NEGATIVA,NO APLICA,FEBRERO
96286.0,2022-02-20T05:00:00Z,VIA GIRADOT BOGOTA KM 42+700,"4°15'35""N","74°32'44.0""W",BOQUERON,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T19:30:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,0,ILESO,NO,SIN INFORMACION,CAMIONETA,PARTICULAR,157,ILESO,NO,SIN INFORMACION,NO APLICA,FEBRERO
96285.0,2022-02-22T05:00:00Z,VIA GIRADOT BOGOTA KM 5+000,"4°20'53""N","74°23'30.0""W",ROTONDA LUCHO HERRERA,NO APLICA,OCCIDENTAL,FEMENINO,1899-12-31T19:50:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,121,ILESO,NO,SIN INFORMACION,CAMIONETA,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,FEBRERO
A001503328,2022-02-23T05:00:00Z,CLL 22 38 26 VIA PANAMERICANA,"4°56'73""N","74°45'13.0""W",COOVIPROF,SUR OCCIDENTAL,NO APLICA,FEMENINO,1899-12-31T23:45:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,0,ILESO,NO,SIN INFORMACION,MOTOCICLETA,PARTICULAR,104,ILESO,NO,SIN INFORMACION,MOTOCICLETA,FEBRERO
A001503329,2022-02-24T05:00:00Z,TV 12 14 21,"4°33'90""N","74°36'37.0""W",BALMORAL,SUR ORIENTAL,NO APLICA,MASCULINO,1899-12-31T11:10:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,MICROBUS,PÚBLICO,121,ILESO,NO,SIN INFORMACION,NO APLICA,FEBRERO
96283.0,2022-02-25T05:00:00Z,VIA BOGOTA GIRADOT KM 43+880,"4°15'23""N","74°32'29.0""W",BOQUERON,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T09:55:00Z,SOLO DAÑOS,VOLCAMIENTO,VEHÍCULO,CAMIONETA,PÚBLICO,157,ILESO,SI,0,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,FEBRERO
96284.0,2022-02-25T05:00:00Z,VIA BOGOTA GIRADOT KM 76+640,"4°23'27""N","74°23'28.0""W",USATHAMA,NO APLICA,OCCIDENTAL,MASCULINO,1900-01-01T03:26:16Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,115,HERIDO,SI,3,CAMIONETA,PARTICULAR,0,ILESO,NO,SIN INFORMACION,MOTOCICLETA,FEBRERO
96352.0,2022-02-25T05:00:00Z,VIA BOGOTA GIRADOT KM 77+000,"4°39'50""N","74°39'07.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T22:00:00Z,HERIDO,CHOQUE,VEHÍCULO,MICROBUS,PÚBLICO,157,HERIDO,SI,0,AUTOMOVIL,PARTICULAR,0,ILESO,SI,NEGATIVA,NO APLICA,FEBRERO
A001353098,2022-02-25T05:00:00Z,DG 16 CON CRA 3,"4°33'43""N","74°36'14.0""W",BALMORAL,SUR ORIENTAL,NO APLICA,MASCULINO,1899-12-31T13:15:00Z,HERIDO,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,123,HERIDO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,MOTOCICLETA,FEBRERO
A001353099,2022-02-25T05:00:00Z,CRA 27 No: 4 51 ANT PANAMERICANA,"4°34'51""N","74°37'67.0""W",SAN JORGE,OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T18:45:00Z,HERIDO,ATROPELLO,OTRO,MOTOCICLETA,PARTICULAR,98,HERIDO,SI,NEGATIVA,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,FEBRERO
A001503330,2022-02-26T05:00:00Z,AV LAS PLAMAS N 11 - 41,"4°54'12""N","74°36'60.0""W",CENTRO,CENTRO,NO APLICA,MASCULINO,1899-12-31T13:30:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,MICROBUS,PÚBLICO,103,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,FEBRERO
A001503331,2022-02-26T05:00:00Z,DG 24 No. 13A - 36,"4°56'73""N","74°45'13.0""W",SANTA TERESITA,SUR ORIENTAL,NO APLICA,MASCULINO,1899-12-31T21:30:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PÚBLICO,143,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,FEBRERO
96440.0,2022-02-27T05:00:00Z,VIA GIRADOT BOGOTA KM 54+295,"4°16'42""N","74°28'54.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1900-01-01T03:46:16Z,HERIDO,ATROPELLO,OTRO,MOTOCICLETA,PARTICULAR,157,HERIDO,SI,0,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,FEBRERO
96441.0,2022-03-02T05:00:00Z,VIA BOGOTA GIRADOT KM 48+100,"4°15'40""N","74°31'50.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T19:30:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,121,ILESO,NO,SIN INFORMACION,NO APLICA,MARZO
96442.0,2022-03-02T05:00:00Z,VIA GIRADOT BOGOTA KM 73+755,"4°37'48""N","74°38'78.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1900-01-01T00:36:16Z,HERIDO,CHOQUE,VEHÍCULO,TRACTOCAMION,PÚBLICO,141,ILESO,SI,0,BUS,PÚBLICO,157,HERIDO,NO,SIN INFORMACION,NO APLICA,MARZO
A001353100,2022-03-02T05:00:00Z,VEREDA SANO SE PIAMONTE,"4°56'73""N","74°45'13.0""W",VEREDA PIAMONTE,NO APLICA,NORTE,MASCULINO,1899-12-31T22:45:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMPERO,PARTICULAR,0,ILESO,NO,SIN INFORMACION,CAMIONETA,PARTICULAR,139,ILESO,NO,SIN INFORMACION,NO APLICA,MARZO
96443.0,2022-03-03T05:00:00Z,VIA BOGOTA GIRADOT KM 70+740,"4°21'10""N","74°22'34.0""W",CUCHARAL,NO APLICA,OCCIDENTAL,MASCULINO,1900-01-01T02:41:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,0,ILESO,NO,SIN INFORMACION,CAMIONETA,PARTICULAR,121,ILESO,NO,SIN INFORMACION,NO APLICA,MARZO
96542.0,2022-03-04T05:00:00Z,VIA GIRADOT BOGOTA KM 52+000,"4°16'09""N","74°30'01.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1900-01-01T03:11:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIÓN,PÚBLICO,134,ILESO,NO,SIN INFORMACION,CAMIONETA,PÚBLICO,0,ILESO,NO,SIN INFORMACION,NO APLICA,MARZO
A001353101,2022-03-05T05:00:00Z,CALLE 22 FRENTE 37 - 06,"4°56'73""N","74°45'13.0""W",COOVIPROF,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T07:10:00Z,HERIDO,ATROPELLO,OTRO,MOTOCICLETA,PARTICULAR,115,HERIDO,SI,2,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,MARZO
96444.0,2022-03-06T05:00:00Z,VIA BOGOTA GIRADOT KM 56+400,"4°17'21""N","74°27'59.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T20:15:00Z,SOLO DAÑOS,CHOQUE,POSTE,CAMIONETA,MAQUINARIA AGRICOLA,138,ILESO,SI,0,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,MARZO
96541.0,2022-03-06T05:00:00Z,VIA BOGOTA GIRADOT KM 45+700,"4°15'16""N","74°31'24.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1900-01-01T01:56:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,103,ILESO,NO,SIN INFORMACION,NO APLICA,MARZO
96543.0,2022-03-06T05:00:00Z,VIA GIRADOT BOGOTA KM 58+000,"4°17'54""N","74°27'14.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T09:15:00Z,HERIDO,VOLCAMIENTO,VEHÍCULO,MOTOCICLETA,PARTICULAR,157,HERIDO,SI,1,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,MARZO
A001353103,2022-03-08T05:00:00Z,CRA 8 CALLE 26 VILLA LENY,"4°32'46""N","74°36'99.0""W",VILLA LENY,SUR ORIENTAL,NO APLICA,FEMENINO,1899-12-31T23:00:00Z,HERIDO,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,139,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,0,ILESO,SI,NEGATIVA,MOTOCICLETA,MARZO
A001353102,2022-03-08T05:00:00Z,CALLE 25 No. 37 103,"4°32'99""N","74°38'15.0""W",FRENTE AL CATAMA,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T22:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,121,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,MARZO
96544.0,2022-03-13T05:00:00Z,VIA GIRADOT BOGOTA KM 60+930,"4°31'48""N","74°43'44.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T22:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,106,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,MARZO
96545.0,2022-03-18T05:00:00Z,VIA GIRADOT BOGOTA KM 45+475,"4°15'16""N","74°31'36.0""W",CANECAS,NO APLICA,SUR OCCIDENTAL,MASCULINO,1900-01-01T04:26:16Z,SOLO DAÑOS,INCENDIO,VEHÍCULO,AUTOMÓVIL,PARTICULAR,211,ILESO,NO,SIN INFORMACION,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,MARZO
A001353104,2022-03-18T05:00:00Z,ANTIGUA PANAMERICANA CALLE 22 47,"4°96'73""N","74°40'12.0""W",COOVIPROF,SUR OCCIDENTAL,NO APLICA,FEMENINO,1899-12-31T13:00:00Z,HERIDO,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,122,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,102,ILESO,SI,NEGATIVA,MOTOCICLETA,MARZO
96571.0,2022-03-19T05:00:00Z,VIA GIRADOT BOGOTA KM 48+790,"4°15'43""N","74°31'35.0""W",QUININI,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T21:30:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,121,ILESO,NO,SIN INFORMACION,NO APLICA,MARZO
96546.0,2022-03-19T05:00:00Z,VIA GIRADOT BOGOTA KM 48+300,"4°15'37""N","74°31'53.0""W",QUININI,NO APLICA,SUR OCCIDENTAL,MASCULINO,1900-01-01T03:46:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIÓN,PÚBLICO,119,ILESO,NO,SIN INFORMACION,BUS,PÚBLICO,121,ILESO,NO,SIN INFORMACION,NO APLICA,MARZO
96547.0,2022-03-19T05:00:00Z,VIA BOGOTA GIRADOT KM 74+150,"4°22'60""N","74°23'37.0""W",EL CORTIJO,NO APLICA,SUR OCCIDENTAL,MASCULINO,1900-01-01T04:06:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,MOTOCICLETA,PARTICULAR,103,ILESO,NO,SIN INFORMACION,MOTOCICLETA,MARZO
A001353105,2022-03-19T05:00:00Z,AVENIDA LAS PALMAS CARRERA 2,"4°66'63""N","74°85'23.0""W",ANTONIO NARIÑO,ORIENTAL,NO APLICA,MASCULINO,1899-12-31T14:37:00Z,HERIDO,CHOQUE,SEMOVIENTE,MOTOCICLETA,PARTICULAR,157,HERIDO,NO,SIN INFORMACION,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,MARZO
A001353115,2022-03-19T05:00:00Z,VIA CUCHARAL + 20,"4°36'83""N","74°13'45.0""W",VEREDA CUCHARAL,NO APLICA,OCCIDENTAL,MASCULINO,1899-12-31T21:15:00Z,HERIDO,CHOQUE,VEHÍCULO,MICROBUS,PÚBLICO,121,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,0,ILESO,SI,NEGATIVA,MOTOCICLETA,MARZO
A001353106,2022-03-20T05:00:00Z,AV LAS PALMAS CRA 7 7 23,"4°20'32""N","74°21'45.0""W",CENTRO,CENTRO,NO APLICA,MASCULINO,1899-12-31T07:45:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PÚBLICO,202,ILESO,SI,NEGATIVA,CAMPERO,PARTICULAR,0,ILESO,SI,NEGATIVA,NO APLICA,MARZO
A001353107,2022-03-20T05:00:00Z,CARRERA 8 CON CALLE 5,"4°56'73""N","74°45'13.0""W",CENTRO,CENTRO,NO APLICA,MASCULINO,1900-01-01T02:16:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PÚBLICO,0,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,112,ILESO,NO,SIN INFORMACION,NO APLICA,MARZO
96572.0,2022-03-21T05:00:00Z,VIA GIRADOT BOGOTA KM 58+545,"4°18'03""N","74°27'02.0""W",LOS ALPES,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T16:30:00Z,HERIDO,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,103,ILESO,SI,0,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,MOTOCICLETA,MARZO
96573.0,2022-03-21T05:00:00Z,VIA BOGOTA GIRADOT KM 44+700,"4°15'20""N","74°31'48.0""W",EL TRIUNFO,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T19:15:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,112,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,MARZO
96574.0,2022-03-22T05:00:00Z,VIA BOGOTA GIRADOT KM 47+100,"4°15'35""N","74°31'04.0""W",BOQUERON,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T22:15:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,TRACTOCAMION,PÚBLICO,104,ILESO,NO,SIN INFORMACION,TRACTOCAMION,PÚBLICO,0,ILESO,NO,SIN INFORMACION,NO APLICA,MARZO
96590.0,2022-03-23T05:00:00Z,VIA BOGOTA GIRADOT KM 49+200,"4°15'44""N","74°31'29.0""W",QUININI,NO APLICA,SUR OCCIDENTAL,MASCULINO,1900-01-01T02:26:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PÚBLICO,157,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,MARZO
A001353109,2022-03-23T05:00:00Z,CALLE 3 6 40,"4°34'63""N","74°36'19.0""W",LA FLORIDA,NORTE,NO APLICA,FEMENINO,1900-01-01T00:41:16Z,HERIDO,ATROPELLO,OTRO,AUTOMÓVIL,PARTICULAR,133,ILESO,NO,SIN INFORMACION,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,MARZO
A001353116,2022-03-23T05:00:00Z,AV. LAS PALMAS CRA 7,"4°56'73""N","74°45'13.0""W",CENTRO,CENTRO,NO APLICA,MASCULINO,1899-12-31T19:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PÚBLICO,122,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,MARZO
A001353117,2022-03-23T05:00:00Z,CRA 2 CALLE 12,"4°56'73""N","74°45'13.0""W",ANTONIO NARIÑO,ORIENTAL,NO APLICA,MASCULINO,1899-12-31T23:22:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO ESTACIONADO,CAMIONETA,PARTICULAR,157,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,MARZO
96591.0,2022-03-24T05:00:00Z,VIA BOGOTA GIRADOT KM 43+585,"4°15'20""N","74°32'26.0""W",BOQUERON,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T22:45:00Z,HERIDO,CHOQUE,VEHÍCULO,BUSETA,PÚBLICO,0,ILESO,SI,0,BUS,PÚBLICO,157,ILESO,SI,NEGATIVA,NO APLICA,MARZO
96592.0,2022-03-24T05:00:00Z,VIA BOGOTA GIRADOT KM 43+100,"4°15'35""N","74°32'36.0""W",BOQUERON,NO APLICA,SUR OCCIDENTAL,MASCULINO,1900-01-01T02:46:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,0,ILESO,NO,SIN INFORMACION,CAMIÓN,PÚBLICO,121,ILESO,NO,SIN INFORMACION,NO APLICA,MARZO
A001353110,2022-03-24T05:00:00Z,CALLE 25 FRENTE 37 103,"4°56'73""N","74°45'13.0""W",COOVIPROF,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T15:30:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,MICROBUS,PÚBLICO,121,ILESO,NO,SIN INFORMACION,CAMIÓN,PÚBLICO,141,ILESO,NO,SIN INFORMACION,NO APLICA,MARZO
A001353111,2022-03-24T05:00:00Z,DG 23 25A 14,"4°19'57""N","74°22'22.0""W",SECTOR EL INDIO,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T16:40:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,MICROBUS,PÚBLICO,132,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,106,ILESO,NO,SIN INFORMACION,NO APLICA,MARZO
96593.0,2022-03-25T05:00:00Z,VIA GIRADOT BOGOTA KM 43+670,"4°15'18""N","74°32'26.0""W",BOQUERON,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T16:30:00Z,HERIDO,VOLCAMIENTO,VEHÍCULO,MOTOCICLETA,PARTICULAR,157,HERIDO,SI,0,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,MARZO
A001503412,2022-03-25T05:00:00Z,CRA 8 CALLE 5,"4°34'46""N","74°36'32.0""W",CENTRO,CENTRO,NO APLICA,MASCULINO,1899-12-31T09:40:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,112,ILESO,SI,NEGATIVA,CAMIONETA,PARTICULAR,0,ILESO,SI,NEGATIVA,MOTOCICLETA,MARZO
A001353114,2022-03-25T05:00:00Z,PANAMERICANA CON CALLE 24B,"4°20'52""N","74°22'42.0""W",EL COMBOY,OCCIDENTAL,NO APLICA,MASCULINO,1900-01-01T02:22:16Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,139,HERIDO,SI,NEGATIVA,AUTOMOVIL,PARTICULAR,132,ILESO,SI,NEGATIVA,MOTOCICLETA,MARZO
A001353118,2022-03-25T05:00:00Z,ANTIGUA PANAMERICANA,"4°56'73""N","74°45'13.0""W",PANAMERICANA,OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T19:36:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,CAMIONETA,PARTICULAR,121,ILESO,NO,SIN INFORMACION,NO APLICA,MARZO
A001353119,2022-03-27T05:00:00Z,CLLE 22 CRA 5B,"4°56'73""N","74°45'13.0""W",SIBONEY,SUR ORIENTAL,NO APLICA,MASCULINO,1900-01-01T02:26:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,MOTOCICLETA,PARTICULAR,104,ILESO,NO,SIN INFORMACION,MOTOCICLETA,MARZO
A001353120,2022-03-30T05:00:00Z,AV. MANUEL HUMBERTO CRA 16 B,"4°33'18""N","74°37'59.0""W",BALMORAL,SUR ORIENTAL,NO APLICA,MASCULINO,1899-12-31T11:50:00Z,HERIDO,CHOQUE,VEHÍCULO,BICICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,139,ILESO,SI,NEGATIVA,NO APLICA,MARZO
A001353121,2022-03-30T05:00:00Z,ANTIGUA PANAMERICA INDIO,"4°56'73""N","74°45'13.0""W",SECTOR EL INDIO,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T17:40:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,MICROBUS,PÚBLICO,112,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,112,ILESO,NO,SIN INFORMACION,NO APLICA,MARZO
A001353122,2022-04-01T05:00:00Z,DIAGONAL 16 CARRERA 2F,"4°33'38""N","74°36'13.0""W",LOS SAUCES,ORIENTAL,NO APLICA,FEMENINO,1899-12-31T23:20:00Z,SOLO DAÑOS,CHOQUE,OBJETO FIJO,AUTOMÓVIL,PARTICULAR,139,ILESO,NO,SIN INFORMACION,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,ABRIL
96594.0,2022-04-03T05:00:00Z,VIA GIRADOT BOGOTA KM 59+100,"4°36'47""N","74°44'65.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T05:30:00Z,SOLO DAÑOS,CHOQUE,SEPARADOR,CAMIONETA,PARTICULAR,157,ILESO,NO,SIN INFORMACION,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,ABRIL
